16.060719	2810
14.30429	6513
17.232727	3067
14.479296	573
15.852491	1201
9.841494	645
12.571236	11962
10.230921	3445
10.243525	698
11.873211	495
16.90794	6673
16.59689	6488
12.024197	2639
13.209167	3696
13.540709	3693
16.571047	3216
15.380963	6617
12.255063	3450
17.240273	3673
14.409382	735
16.666601	6830
16.532284	639
14.270036	473
17.810598	234
12.933208	2177
13.977105	6333
12.431793	4817
17.752367	11677
12.729986	4426
9.287863	2597
17.28352	16149
16.22632	1617
8.116495	1272
12.34166	4242
17.348774	1200
12.494831	10569
9.411387	648
9.295138	1201
13.954705	246
13.61852	1142
16.206032	793
10.722004	209
15.0233755	6140
9.721427	3962
12.035142	4673
9.411492	772
13.38663	2933
9.894992	23781
8.509284	4018
16.063324	1913
16.7863	1493
12.984416	5612
16.99365	478
14.704474	790
13.914863	1175
13.537524	1364
15.64848	819
9.158061	2548
17.144793	606
10.918504	5957
10.614868	1521
16.809137	219
13.283641	2605
13.054043	7601
10.1307535	3734
12.558784	598
13.333052	6011
9.20511	6890
9.603653	1418
12.6867285	308
8.983825	2606
14.63711	3141
15.213139	1837
14.290952	2938
10.02279	1260
16.772528	686
14.227189	975
9.351414	896
7.970979	330
12.967595	14481
17.198748	6124
12.070808	920
14.840593	4521
8.952019	785
14.807415	6768
12.027282	7953
18.808268	795
13.097056	5193
13.531021	821
13.917511	599
16.474201	1103
18.250502	767
15.599469	1670
14.227954	1397
16.733303	5768
18.942936	291
13.192774	425
14.20262	2410
11.311277	361
12.923456	3533
11.109418	3111
9.059284	995
16.265255	4010
13.446655	7110
16.351171	4003
14.443509	735
14.167633	10069
13.250629	6309
14.208524	1151
16.20504	485
10.914094	4168
13.7167845	11338
16.003399	5316
17.346191	1076
12.721248	2027
12.496567	2401
15.855058	1756
14.6209345	1135
13.401233	2650
13.502226	3681
14.001951	1257
12.987608	5498
17.72959	675
7.436745	8015
15.878601	4339
14.039273	9226
11.779127	2863
10.519658	2593
8.417364	3507
14.494995	4625
14.360856	11202
7.433045	493
11.27191	2300
7.831309	8429
18.346983	456
15.3131075	598
12.358542	1426
18.992052	494
13.948699	497
14.781465	7213
12.895507	7099
12.941655	1064
12.791144	1835
8.929897	1210
14.73268	2575
14.394935	1459
13.757859	8663
12.5146675	2414
16.989653	209
12.518057	5667
12.412359	5721
8.701562	6417
10.081701	2919
10.083485	1784
18.253849	245
8.618365	3053
14.917457	8768
16.232672	5656
11.45474	1605
16.321495	3346
16.783602	12935
8.033287	7281
12.269034	832
11.38752	649
