31.222366	15065
38.585426	13633
34.238575	13459
27.667547	14207
36.89127	14170
35.850216	16283
26.331497	14179
47.821697	13987
29.8625	14109
29.84382	14733
39.84128	15883
36.516308	14179
32.32464	15159
40.40052	16573
22.170877	15385
30.093273	14829
29.978136	16771
25.04401	15744
27.957087	16142
34.228294	15033
21.744616	14914
28.580622	16402
29.28608	13533
24.309855	13035
34.916744	16228
37.770863	13205
29.084255	15253
28.446045	14146
24.267527	16157
29.944473	16597
32.95201	16752
38.85073	13934
30.70175	13583
39.299564	18418
40.31886	15850
39.99366	14477
21.501	15897
38.11988	14820
35.759373	16775
27.9582	18210
23.67662	13715
31.167799	15675
20.539206	13180
36.94654	16824
22.857407	17517
32.64775	15019
30.476435	13011
32.21535	15650
29.39551	16125
33.728195	13300
31.949623	12142
23.565908	15412
36.899464	18505
40.60109	15705
23.780933	14125
22.42868	18167
20.151623	17783
34.006138	14699
35.58427	14252
41.197483	10908
42.458744	15682
28.69737	15121
45.980312	14959
23.55393	13835
40.06329	14771
36.726387	14462
22.500368	13410
25.615074	17539
25.37355	15263
41.301163	15303
24.604797	13352
30.4355	17193
36.706715	14887
40.0651	13925
29.16751	15457
40.310127	14235
24.899433	13894
24.359993	17621
39.377018	14016
23.04683	13645
28.320953	14832
36.246662	20013
36.30093	17369
23.284811	15591
41.725193	13617
36.638268	15917
23.150707	14368
34.062195	15052
23.947771	17168
35.79617	15997
36.962795	14559
20.014635	14562
26.38883	14521
39.53363	14770
41.846127	13266
21.55297	13663
38.585907	14663
37.3627	15337
30.591322	13447
25.806091	16325
36.487648	15090
38.82293	14986
31.412243	13857
36.050537	16376
34.54863	13963
20.697065	16171
35.40526	16057
44.93623	15560
21.90897	19468
20.453135	15041
30.110306	16665
36.06472	15397
20.207111	18197
27.042149	18349
39.091812	16843
26.44214	18206
28.20947	15723
32.518646	15594
24.227413	15078
30.345045	10736
23.446093	16250
32.348274	16448
38.662106	17076
32.350674	13654
20.822086	13725
35.52693	13750
28.317245	14792
26.451197	18721
38.29429	15104
27.095383	13312
22.080349	15470
38.252563	13744
26.620495	13734
29.235928	13658
36.001514	17756
38.42622	14353
32.455982	15683
25.771152	14999
38.66893	14783
20.483858	17137
33.13231	14077
40.531155	13963
25.943682	15561
29.844917	14714
30.55122	17089
39.433765	14384
25.76564	14754
20.13176	15500
35.63094	15605
36.050896	15371
32.67288	13288
31.05657	15431
24.884491	15411
22.008415	15575
23.30797	16283
27.284765	14582
33.889534	14045
38.48435	14101
36.401672	16274
27.303242	15676
35.274715	15834
37.823326	15285
34.14798	17381
38.39874	14526
31.512535	15825
24.817062	15614
37.68247	15995
31.43804	18437
29.822216	14220
25.19631	16666
38.598694	15439
33.10411	13991
24.00946	17734
38.53956	14135
42.60865	16011
20.30347	16672
32.172085	16872
32.525173	14620
32.1888	14132
35.394188	18751
27.458506	15954
37.649826	13798
23.338974	14540
20.075268	14573
30.594019	15114
36.401527	15892
29.643105	17542
37.098186	15822
38.234535	13992
37.397038	15281
26.796091	13169
32.74632	13859
35.058605	13464
33.85239	17019
22.327063	18312
28.281822	10143
26.436945	15114
25.767109	13319
30.273457	18254
26.100367	15248
29.81578	17751
40.39079	14971
40.229195	13867
37.01837	16510
28.820745	14561
25.519642	14952
26.515953	15374
33.546925	16643
36.767868	14126
29.864048	18002
34.51641	16788
20.416925	12340
38.0402	15344
28.826334	10662
30.32257	13786
22.024555	13675
38.157825	16654
41.402256	13151
32.497105	14650
33.017696	16984
23.754309	15446
27.008247	16771
29.965584	15732
33.0721	15799
37.657917	13453
33.1026	18034
28.929968	16348
34.603523	16968
43.07832	13880
32.73176	15823
29.45456	15581
25.686146	16528
39.9645	13934
22.987127	15694
34.7304	14806
36.772697	13279
39.424206	14903
31.13154	15101
22.335665	15826
24.701859	16378
23.695972	18273
30.694988	15452
35.446136	13622
21.18122	17525
43.070114	13420
26.222597	16485
39.87715	14073
38.584724	14698
35.08048	16555
20.109207	18420
33.460518	15106
34.983257	18685
36.105057	13926
21.889063	16731
37.13171	13152
29.56223	13273
38.640015	17896
47.584534	13581
33.162685	14944
32.69905	17434
25.142336	16803
32.29586	16827
33.30439	17788
37.15375	17293
26.168892	14537
29.612442	16750
28.739334	16221
22.07461	17948
41.387524	16475
37.62437	14037
39.100876	13587
33.328346	19200
32.62268	14695
23.132044	15646
37.040817	15556
37.60806	14518
29.601028	16568
34.873016	17041
36.659424	15472
31.843136	16514
36.081337	16880
21.88413	13894
33.70382	19130
40.61807	15947
20.035295	12889
33.179127	15899
20.344011	15159
25.729538	14557
32.770653	15589
28.034058	15418
32.363644	15208
24.855124	17382
33.72514	13210
21.822065	15449
29.100481	16100
20.684782	14683
29.569399	15556
33.703453	14201
28.292439	15505
20.875208	11695
23.0307	16090
29.556204	16449
46.559696	16231
26.62326	15760
36.71612	13947
33.49929	16366
39.503387	14350
35.14589	15319
30.637445	15025
34.87127	13913
26.358555	14705
34.746517	15256
28.066307	17234
34.480637	15035
34.795532	13736
20.217484	16126
34.256393	15546
29.922277	15883
32.41903	16431
37.048874	17620
30.575342	16528
38.070663	18169
41.386837	12605
29.155558	13783
28.052778	16950
38.049694	13430
28.70889	15507
36.107567	15549
35.71041	14962
26.7321	14978
35.53596	15039
37.362717	13750
24.661327	15361
26.372393	17692
23.67455	14387
32.555466	15724
34.901566	14929
41.117596	13497
35.488174	13855
34.745907	14607
28.240925	15537
27.23335	14257
33.660244	17319
33.551987	13827
28.481384	17949
20.952314	17504
23.008034	15009
28.453083	16365
37.291393	17564
32.860237	17600
32.603844	18166
39.03388	13534
29.253641	16864
35.149845	16069
33.945236	13085
42.4191	15415
27.502281	15209
35.016884	15406
28.684834	16234
23.682405	14461
30.901237	13660
24.233843	15640
33.994934	14354
42.65615	14763
41.207153	14581
26.007238	16405
35.208748	16315
39.438503	13611
20.336527	19957
23.994904	15714
34.148624	15650
32.638477	15726
34.06134	13707
25.6316	15509
33.174606	17033
40.8825	15756
33.78181	17635
29.788767	14951
32.445396	18208
29.891485	18318
29.379034	16608
24.229044	18707
30.329832	17968
22.490036	16289
30.62797	13455
22.59304	16739
21.005339	14554
37.933254	16422
24.948397	15602
31.482899	15044
24.115011	16732
22.442297	13952
28.368189	15633
27.499065	14078
37.989056	13676
29.197195	19614
21.99329	13687
38.801327	14708
36.522327	16977
30.92457	14629
27.731415	15464
27.034576	13951
40.24598	16250
32.692986	16976
35.81358	15430
30.117811	15496
26.817152	15986
27.682024	13966
34.510696	17933
38.226086	15107
41.248177	16318
38.128155	13133
21.161224	14366
35.003693	14580
45.82182	13686
37.817432	15270
28.527084	18118
26.81584	13222
26.034307	14589
28.484495	14946
37.02255	13970
29.776865	16289
39.00221	15364
41.05809	13373
25.823446	16878
21.302542	16239
38.66517	14362
34.576206	15162
31.821297	15990
20.296867	14280
21.632856	13302
28.48631	16465
32.95514	14553
21.658512	14703
34.707703	14792
22.181936	15800
34.008476	15185
30.838139	14915
24.672739	15090
31.396982	15503
25.184845	13286
35.592445	17563
31.672848	14567
37.37086	12757
31.607605	15332
34.522976	14843
31.406063	14704
28.886627	14698
36.869797	15367
27.59083	18037
20.113398	15915
20.631634	14284
